oktmo,name,year,socialaidhomeservices
46643000,ND,2006,12.0
46643000,ND,2007,19.0
46643000,ND,2008,11.0
46643104,Дрезна,2006,1.0
46643104,Дрезна,2007,1.0
46643104,Дрезна,2008,1.0
46643104,Дрезна,2009,1.0
46643104,Дрезна,2010,1.0
46643104,Дрезна,2011,1.0
46643104,Дрезна,2012,1.0
46643104,Дрезна,2013,1.0
46643104,Дрезна,2014,1.0
46643104,Дрезна,2015,1.0
46643104,Дрезна,2016,1.0
46643108,Куровское,2006,5.0
46643108,Куровское,2007,12.0
46643108,Куровское,2008,12.0
46643108,Куровское,2009,11.0
46643108,Куровское,2010,11.0
46643108,Куровское,2011,2.0
46643108,Куровское,2012,2.0
46643108,Куровское,2013,3.0
46643108,Куровское,2014,3.0
46643108,Куровское,2015,13.0
46643108,Куровское,2016,2.0
46643113,ND,2006,2.0
46643113,ND,2007,2.0
46643113,ND,2008,2.0
46643113,ND,2009,2.0
46643113,ND,2010,1.0
46643113,ND,2011,1.0
46643113,ND,2012,1.0
46643113,ND,2013,1.0
46643113,ND,2014,2.0
46643113,ND,2015,2.0
46643113,ND,2016,2.0
46643113,ND,2016,13.0
46643407,Белавинское,2006,1.0
46643407,Белавинское,2012,1.0
46643407,Белавинское,2013,1.0
46643407,Белавинское,2014,1.0
46643407,Белавинское,2015,1.0
46643407,Белавинское,2016,1.0
46643408,ND,2006,1.0
46643408,ND,2007,1.0
46643408,ND,2008,1.0
46643408,ND,2009,1.0
46643408,ND,2010,1.0
46643408,ND,2014,1.0
46643408,ND,2015,2.0
46643408,ND,2016,1.0
46643413,ND,2006,1.0
46643413,ND,2007,1.0
46643413,ND,2008,1.0
46643413,ND,2009,1.0
46643413,ND,2010,1.0
46643413,ND,2011,2.0
46643413,ND,2012,2.0
46643413,ND,2015,0.0
46643413,ND,2016,0.0
46643419,Давыдовское,2007,1.0
46643419,Давыдовское,2008,1.0
46643419,Давыдовское,2009,1.0
46643419,Давыдовское,2010,1.0
46643419,Давыдовское,2011,1.0
46643419,Давыдовское,2012,1.0
46643419,Давыдовское,2013,1.0
46643419,Давыдовское,2014,1.0
46643419,Давыдовское,2015,1.0
46643419,Давыдовское,2016,1.0
46643422,Демиховское,2009,1.0
46643422,Демиховское,2010,1.0
46643422,Демиховское,2011,1.0
46643422,Демиховское,2012,1.0
46643422,Демиховское,2013,1.0
46643422,Демиховское,2014,1.0
46643422,Демиховское,2015,1.0
46643422,Демиховское,2016,1.0
46643425,ND,2006,1.0
46643425,ND,2011,1.0
46643425,ND,2012,1.0
46643425,ND,2013,1.0
46643425,ND,2014,1.0
46643425,ND,2015,1.0
46643425,ND,2016,1.0
46643437,Малодубенское,2014,1.0
46643437,Малодубенское,2015,1.0
46643437,Малодубенское,2016,1.0
46643443,Новинское,2007,1.0
46643443,Новинское,2008,1.0
46643443,Новинское,2009,1.0
46643443,Новинское,2010,1.0
46643443,Новинское,2011,1.0
46643443,Новинское,2012,107.0
46643443,Новинское,2013,1.0
46643443,Новинское,2014,1.0
46643443,Новинское,2015,1.0
46643443,Новинское,2016,1.0
46645000,ND,2006,4.0
46645000,ND,2007,4.0
46645000,ND,2008,4.0
46645000,ND,2009,5.0
46645000,ND,2010,5.0
46645000,ND,2011,5.0
46645000,ND,2012,5.0
46645000,ND,2013,5.0
46645100,ND,2014,4.0
46645100,ND,2015,4.0
46645101,Павловский Посад (до 2018 г.),2008,2.0
46645101,Павловский Посад (до 2018 г.),2009,2.0
46645101,Павловский Посад (до 2018 г.),2010,2.0
46645101,Павловский Посад (до 2018 г.),2011,2.0
46645101,Павловский Посад (до 2018 г.),2012,2.0
46645101,Павловский Посад (до 2018 г.),2013,1.8
46645101,Павловский Посад (до 2018 г.),2014,1.8
46645101,Павловский Посад (до 2018 г.),2015,1.8
46645101,Павловский Посад (до 2018 г.),2016,1.8
46645101,Павловский Посад (до 2018 г.),2016,4.0
46645152,Большие Дворы,2013,0.2
46645152,Большие Дворы,2014,0.2
46645152,Большие Дворы,2015,0.2
46645152,Большие Дворы,2016,0.2
46645402,Аверкиевское,2013,0.7
46645402,Аверкиевское,2014,0.7
46645402,Аверкиевское,2015,0.7
46645402,Аверкиевское,2016,0.7
46645404,ND,2013,1.0
46645404,ND,2014,0.3
46645404,ND,2015,0.3
46645404,ND,2016,0.3
46645410,Рахмановское,2010,1.0
46645410,Рахмановское,2011,1.0
46645410,Рахмановское,2012,1.0
46645410,Рахмановское,2013,0.8
46645410,Рахмановское,2014,0.6
46645410,Рахмановское,2015,0.6
46645410,Рахмановское,2016,0.6
46645416,Улитинское,2013,0.5
46645416,Улитинское,2014,0.4
46645416,Улитинское,2015,0.4
46645416,Улитинское,2016,0.4
46646000,Подольский (до 2016 г.),2006,5.0
46646000,Подольский (до 2016 г.),2007,8.0
46646000,Подольский (до 2016 г.),2008,8.0
46646000,Подольский (до 2016 г.),2009,9.0
46646000,Подольский (до 2016 г.),2010,5.0
46646000,Подольский (до 2016 г.),2011,5.0
46646154,Львовский (до 2016 г.),2006,1.0
46646154,Львовский (до 2016 г.),2007,1.0
46646154,Львовский (до 2016 г.),2009,1.0
46646154,Львовский (до 2016 г.),2010,1.0
46646154,Львовский (до 2016 г.),2011,1.0
46646404,Вороновское (до 2016 г.),2006,1.0
46646404,Вороновское (до 2016 г.),2007,1.0
46646404,Вороновское (до 2016 г.),2008,1.0
46646404,Вороновское (до 2016 г.),2009,1.0
46646404,Вороновское (до 2016 г.),2010,1.0
46646404,Вороновское (до 2016 г.),2011,1.0
46646407,Кленовское (до 2016 г.),2007,1.0
46646407,Кленовское (до 2016 г.),2008,1.0
46646407,Кленовское (до 2016 г.),2009,1.0
46646410,Краснопахорское (до 2016 г.),2008,1.0
46646416,Лаговское (до 2016 г.),2006,1.0
46646416,Лаговское (до 2016 г.),2007,1.0
46646416,Лаговское (до 2016 г.),2008,1.0
46646416,Лаговское (до 2016 г.),2009,1.0
46646416,Лаговское (до 2016 г.),2010,1.0
46646416,Лаговское (до 2016 г.),2011,1.0
46646416,Лаговское (до 2016 г.),2014,16.0
46646419,ND,2008,1.0
46646419,ND,2009,1.0
46646422,Роговское (до 2016 г.),2007,1.0
46646422,Роговское (до 2016 г.),2008,1.0
46646422,Роговское (до 2016 г.),2009,1.0
46646425,Рязановское (до 2016 г.),2006,1.0
46646425,Рязановское (до 2016 г.),2007,1.0
46646425,Рязановское (до 2016 г.),2009,1.0
46646425,Рязановское (до 2016 г.),2010,1.0
46646425,Рязановское (до 2016 г.),2011,1.0
46646428,Стрелковское (до 2016 г.),2006,1.0
46646428,Стрелковское (до 2016 г.),2007,1.0
46646428,Стрелковское (до 2016 г.),2008,1.0
46646428,Стрелковское (до 2016 г.),2009,1.0
46646428,Стрелковское (до 2016 г.),2010,1.0
46646428,Стрелковское (до 2016 г.),2011,1.0
46646434,Щаповское (до 2016 г.),2007,1.0
46646434,Щаповское (до 2016 г.),2008,1.0
46646434,Щаповское (до 2016 г.),2009,1.0
46647000,Пушкинский (до 2020 г.),2006,10.0
46647000,Пушкинский (до 2020 г.),2007,12.0
46647000,Пушкинский (до 2020 г.),2008,10.0
46647000,Пушкинский (до 2020 г.),2009,10.0
46647000,Пушкинский (до 2020 г.),2010,10.0
46647000,Пушкинский (до 2020 г.),2011,9.0
46647000,Пушкинский (до 2020 г.),2013,1.0
46647100,Городские поселения Пушкинского муниципального района,2014,7.0
46647100,Городские поселения Пушкинского муниципального района,2015,7.0
46647101,Пушкино,2006,9.0
46647101,Пушкино,2007,12.0
46647101,Пушкино,2008,10.0
46647101,Пушкино,2009,10.0
46647101,Пушкино,2010,10.0
46647101,Пушкино,2011,9.0
46647101,Пушкино,2013,1.0
46647101,Пушкино,2014,7.0
46647101,Пушкино,2015,7.0
46647101,Пушкино,2016,7.0
46647101,Пушкино,2016,7.0
46647152,Ашукино,2011,2.0
46647152,Ашукино,2016,0.0
46647154,Зеленоградский,2011,1.0
46647154,Зеленоградский,2016,0.0
46647156,Лесной,2016,0.0
46647158,Правдинский,2010,3.0
46647158,Правдинский,2011,3.0
46647158,Правдинский,2016,0.0
46647163,Софрино,2011,1.0
46647163,Софрино,2016,0.0
46647168,Черкизово,2011,9.0
46647168,Черкизово,2016,0.0
46647407,Ельдигинское,2016,0.0
46647437,Тарасовское,2011,2.0
46647437,Тарасовское,2014,0.0
46647437,Тарасовское,2016,0.0
46647443,Царевское,2016,0.0
46648000,Раменский (до 2020 г.),2006,10.0
46648000,Раменский (до 2020 г.),2007,14.0
46648000,Раменский (до 2020 г.),2008,9.0
46648000,Раменский (до 2020 г.),2009,19.0
46648000,Раменский (до 2020 г.),2010,19.0
46648000,Раменский (до 2020 г.),2011,18.0
46648000,Раменский (до 2020 г.),2012,18.0
46648100,Городские поселения Раменского муниципального района,2015,4.0
46648101,Раменское (Раменского муниципального района),2006,5.0
46648101,Раменское (Раменского муниципального района),2007,5.0
46648101,Раменское (Раменского муниципального района),2008,5.0
46648101,Раменское (Раменского муниципального района),2011,18.0
46648101,Раменское (Раменского муниципального района),2012,18.0
46648101,Раменское (Раменского муниципального района),2016,4.0
46648152,Быково,2006,1.0
46648152,Быково,2007,3.0
46648152,Быково,2008,1.0
46648152,Быково,2009,1.0
46648152,Быково,2010,1.0
46648155,Ильинский,2006,1.0
46648155,Ильинский,2013,837.0
46648157,Кратово,2006,1.0
46648162,Родники,2006,1.0
46648168,Удельная,2006,1.0
46648402,Верейское (Раменского муниципального района),2009,1.0
46648402,Верейское (Раменского муниципального района),2010,1.0
46648402,Верейское (Раменского муниципального района),2013,1.0
46648402,Верейское (Раменского муниципального района),2014,1.0
46648402,Верейское (Раменского муниципального района),2015,1.0
46648402,Верейское (Раменского муниципального района),2016,1.0
46648410,Ганусовское,2006,1.0
46648413,Гжельское,2006,1.0
46648413,Гжельское,2009,1.0
46648413,Гжельское,2010,1.0
46648422,Заболотьевское,2006,1.0
46648434,Константиновское,2007,5.0
46648455,Никоновское,2006,1.0
46648455,Никоновское,2007,1.0
46648455,Никоновское,2009,1.0
46648455,Никоновское,2010,1.0
46648455,Никоновское,2014,2.0
46648455,Никоновское,2015,2.0
46648455,Никоновское,2016,2.0
46648458,Новохаритоновское,2009,1.0
46648458,Новохаритоновское,2010,1.0
46648473,Сафоновское,2006,1.0
46648473,Сафоновское,2014,1.0
46648473,Сафоновское,2015,1.0
46648473,Сафоновское,2016,1.0
46648476,Софьинское,2006,1.0
46648476,Софьинское,2008,2.0
46648476,Софьинское,2009,2.0
46648476,Софьинское,2010,2.0
46648488,Ульянинское,2006,1.0
46648488,Ульянинское,2008,1.0
46648488,Ульянинское,2009,1.0
46648488,Ульянинское,2010,1.0
46649000,Рузский (до 2018 г.),2006,6.0
46649000,Рузский (до 2018 г.),2007,6.0
46649000,Рузский (до 2018 г.),2008,6.0
46649000,Рузский (до 2018 г.),2009,6.0
46649000,Рузский (до 2018 г.),2010,6.0
46649000,Рузский (до 2018 г.),2011,6.0
46649000,Рузский (до 2018 г.),2012,7.0
46649000,Рузский (до 2018 г.),2013,4.0
46649100,Городские поселения Рузского муниципального района (до 2018 г.),2014,6.0
46649100,Городские поселения Рузского муниципального района (до 2018 г.),2015,4.0
46649101,Руза (до 2018 г.),2006,6.0
46649101,Руза (до 2018 г.),2010,1.0
46649101,Руза (до 2018 г.),2011,0.5
46649101,Руза (до 2018 г.),2012,1.0
46649101,Руза (до 2018 г.),2013,1.0
46649101,Руза (до 2018 г.),2016,1.0
46649101,Руза (до 2018 г.),2016,6.0
46649163,Тучково (до 2018 г.),2010,1.0
46649163,Тучково (до 2018 г.),2011,1.0
46649163,Тучково (до 2018 г.),2012,1.0
46649163,Тучково (до 2018 г.),2013,1.0
46649163,Тучково (до 2018 г.),2014,1.0
46649163,Тучково (до 2018 г.),2015,1.0
46649163,Тучково (до 2018 г.),2016,1.0
46649402,Колюбакинское (до 2018 г.),2010,1.0
46649402,Колюбакинское (до 2018 г.),2011,1.0
46649402,Колюбакинское (до 2018 г.),2012,1.0
46649402,Колюбакинское (до 2018 г.),2013,1.0
46649402,Колюбакинское (до 2018 г.),2014,1.0
46649402,Колюбакинское (до 2018 г.),2015,1.0
46649402,Колюбакинское (до 2018 г.),2016,1.0
46649404,Волковское (до 2018 г.),2010,1.0
46649404,Волковское (до 2018 г.),2011,1.0
46649404,Волковское (до 2018 г.),2012,1.0
46649404,Волковское (до 2018 г.),2013,1.0
46649404,Волковское (до 2018 г.),2014,1.0
46649404,Волковское (до 2018 г.),2015,1.0
46649404,Волковское (до 2018 г.),2016,1.0
46649407,Ивановское (Рузского муниципального района) (до 2018 г.),2011,0.5
46649407,Ивановское (Рузского муниципального района) (до 2018 г.),2012,1.0
46649407,Ивановское (Рузского муниципального района) (до 2018 г.),2013,1.0
46649407,Ивановское (Рузского муниципального района) (до 2018 г.),2014,1.0
46649407,Ивановское (Рузского муниципального района) (до 2018 г.),2015,1.0
46649407,Ивановское (Рузского муниципального района) (до 2018 г.),2016,1.0
46649428,Дороховское (Рузского муниципального района) (до 2018 г.),2010,1.0
46649428,Дороховское (Рузского муниципального района) (до 2018 г.),2011,1.0
46649428,Дороховское (Рузского муниципального района) (до 2018 г.),2012,1.0
46649428,Дороховское (Рузского муниципального района) (до 2018 г.),2013,1.0
46649428,Дороховское (Рузского муниципального района) (до 2018 г.),2014,1.0
46649431,Старорузское,2010,1.0
46649431,Старорузское,2011,1.0
46649431,Старорузское,2012,1.0
46649431,Старорузское,2013,1.0
46649431,Старорузское,2014,1.0
46649431,Старорузское,2015,1.0
46649431,Старорузское,2016,1.0
46650000,ND,2006,11.0
46650000,ND,2007,9.0
46650000,ND,2008,20.0
46650000,ND,2009,39.0
46650000,ND,2010,38.0
46650000,ND,2011,37.0
46650000,ND,2012,19.0
46650000,ND,2013,8.0
46650100,ND,2014,19.0
46650100,ND,2015,15.0
46650151,Серебряные Пруды (до 2016 г.),2006,2.0
46650151,Серебряные Пруды (до 2016 г.),2007,2.0
46650151,Серебряные Пруды (до 2016 г.),2008,12.0
46650151,Серебряные Пруды (до 2016 г.),2009,11.0
46650151,Серебряные Пруды (до 2016 г.),2010,11.0
46650151,Серебряные Пруды (до 2016 г.),2011,11.0
46650151,Серебряные Пруды (до 2016 г.),2012,13.0
46650151,Серебряные Пруды (до 2016 г.),2013,11.0
46650151,Серебряные Пруды (до 2016 г.),2014,11.0
46650151,Серебряные Пруды (до 2016 г.),2015,8.0
46650409,Мочильское (до 2016 г.),2008,1.0
46650409,Мочильское (до 2016 г.),2009,23.0
46650409,Мочильское (до 2016 г.),2010,23.0
46650409,Мочильское (до 2016 г.),2011,19.0
46650419,Узуновское (до 2016 г.),2006,9.0
46650419,Узуновское (до 2016 г.),2007,7.0
46650419,Узуновское (до 2016 г.),2008,7.0
46650419,Узуновское (до 2016 г.),2009,5.0
46650419,Узуновское (до 2016 г.),2010,4.0
46650419,Узуновское (до 2016 г.),2011,7.0
46650419,Узуновское (до 2016 г.),2012,6.0
46650419,Узуновское (до 2016 г.),2013,8.0
46650419,Узуновское (до 2016 г.),2014,8.0
46650419,Узуновское (до 2016 г.),2015,7.0
46651000,Серпуховский,2006,6.0
46651000,Серпуховский,2007,6.0
46651000,Серпуховский,2008,6.0
46651000,Серпуховский,2009,6.0
46651000,Серпуховский,2010,6.0
46651000,Серпуховский,2011,6.0
46651000,Серпуховский,2012,6.0
46651000,Серпуховский,2013,4.0
46651407,Данковское,2007,1.0
46651407,Данковское,2008,4.0
46651407,Данковское,2012,3.0
46651410,Васильевское (Серпуховского муниципального района),2014,1.0
46651416,Калиновское,2006,3.0
46651416,Калиновское,2008,6.0
46651416,Калиновское,2009,6.0
46651416,Калиновское,2010,6.0
46651416,Калиновское,2012,3.0
46651416,Калиновское,2013,3.0
46651416,Калиновское,2014,3.0
46651416,Калиновское,2015,2.0
46651416,Калиновское,2016,2.0
46651422,Липицкое,2008,3.0
46651422,Липицкое,2009,3.0
46651422,Липицкое,2010,3.0
46651422,Липицкое,2011,3.0
46651422,Липицкое,2012,3.0
46651422,Липицкое,2013,3.0
46651422,Липицкое,2014,3.0
46651422,Липицкое,2015,3.0
46651422,Липицкое,2016,3.0
46652000,Солнечногорский (до 2020 г.),2006,12.0
46652000,Солнечногорский (до 2020 г.),2007,17.0
46652000,Солнечногорский (до 2020 г.),2008,21.0
46652000,Солнечногорский (до 2020 г.),2009,12.0
46652000,Солнечногорский (до 2020 г.),2010,20.0
46652000,Солнечногорский (до 2020 г.),2011,12.0
46652000,Солнечногорский (до 2020 г.),2012,12.0
46652000,Солнечногорский (до 2020 г.),2013,12.0
46652100,Городские поселения Солнечногорского муниципального района (до 2020 г.),2014,9.0
46652100,Городские поселения Солнечногорского муниципального района (до 2020 г.),2015,8.0
46652101,Солнечногорск (до 2020 г.),2006,7.0
46652101,Солнечногорск (до 2020 г.),2007,12.0
46652101,Солнечногорск (до 2020 г.),2008,12.0
46652101,Солнечногорск (до 2020 г.),2009,12.0
46652101,Солнечногорск (до 2020 г.),2010,12.0
46652101,Солнечногорск (до 2020 г.),2011,12.0
46652101,Солнечногорск (до 2020 г.),2012,9.0
46652101,Солнечногорск (до 2020 г.),2013,12.0
46652101,Солнечногорск (до 2020 г.),2014,7.0
46652101,Солнечногорск (до 2020 г.),2015,8.0
46652101,Солнечногорск (до 2020 г.),2016,8.0
46652101,Солнечногорск (до 2020 г.),2016,8.0
46652153,Андреевка (до 2020 г.),2006,1.0
46652153,Андреевка (до 2020 г.),2007,1.0
46652153,Андреевка (до 2020 г.),2008,1.0
46652153,Андреевка (до 2020 г.),2009,3.0
46652153,Андреевка (до 2020 г.),2010,3.0
46652153,Андреевка (до 2020 г.),2014,1.0
46652153,Андреевка (до 2020 г.),2015,1.0
46652153,Андреевка (до 2020 г.),2016,1.0
46652158,Менделеево (до 2020 г.),2008,1.0
46652158,Менделеево (до 2020 г.),2009,1.0
46652158,Менделеево (до 2020 г.),2010,1.0
46652158,Менделеево (до 2020 г.),2011,1.0
46652158,Менделеево (до 2020 г.),2012,1.0
46652162,Поварово (до 2020 г.),2006,2.0
46652162,Поварово (до 2020 г.),2007,4.0
46652162,Поварово (до 2020 г.),2008,4.0
46652162,Поварово (до 2020 г.),2009,3.0
46652162,Поварово (до 2020 г.),2010,3.0
46652162,Поварово (до 2020 г.),2011,3.0
46652162,Поварово (до 2020 г.),2012,3.0
46652162,Поварово (до 2020 г.),2013,3.0
46652162,Поварово (до 2020 г.),2014,1.0
46652162,Поварово (до 2020 г.),2015,1.0
46652162,Поварово (до 2020 г.),2016,1.0
46652164,Ржавки (до 2020 г.),2008,1.0
46652164,Ржавки (до 2020 г.),2009,1.0
46652164,Ржавки (до 2020 г.),2010,1.0
46652164,Ржавки (до 2020 г.),2011,1.0
46652164,Ржавки (до 2020 г.),2012,1.0
46652164,Ржавки (до 2020 г.),2013,1.0
46652425,Смирновское (до 2020 г.),2008,1.0
46652425,Смирновское (до 2020 г.),2009,1.0
46652446,Соколовское (до 2020 г.),2008,1.0
46652446,Соколовское (до 2020 г.),2009,1.0
46652446,Соколовское (до 2020 г.),2010,1.0
46652446,Соколовское (до 2020 г.),2012,1.0
46653000,Ступинский,2006,11.0
46653000,Ступинский,2007,11.0
46653000,Ступинский,2008,11.0
46653000,Ступинский,2009,11.0
46653000,Ступинский,2010,10.0
46653000,Ступинский,2011,10.0
46653000,Ступинский,2012,10.0
46653000,Ступинский,2013,10.0
46653100,Городские поселения Ступинского муниципального района,2014,7.0
46653100,Городские поселения Ступинского муниципального района,2015,7.0
46653101,Ступино (до 2018 г.),2006,5.0
46653101,Ступино (до 2018 г.),2007,5.0
46653101,Ступино (до 2018 г.),2008,11.0
46653101,Ступино (до 2018 г.),2009,11.0
46653101,Ступино (до 2018 г.),2010,10.0
46653101,Ступино (до 2018 г.),2011,10.0
46653101,Ступино (до 2018 г.),2012,10.0
46653101,Ступино (до 2018 г.),2013,10.0
46653101,Ступино (до 2018 г.),2014,2.0
46653101,Ступино (до 2018 г.),2015,3.0
46653101,Ступино (до 2018 г.),2016,3.0
46653101,Ступино (до 2018 г.),2016,7.0
46653154,Жилево,2006,1.0
46653154,Жилево,2007,1.0
46653154,Жилево,2014,1.0
46653154,Жилево,2015,1.0
46653154,Жилево,2016,1.0
46653156,Малино,2006,1.0
46653156,Малино,2007,1.0
46653156,Малино,2014,1.0
46653156,Малино,2015,1.0
46653156,Малино,2016,1.0
46653158,Михнево,2006,2.0
46653158,Михнево,2007,2.0
46653158,Михнево,2014,1.0
46653158,Михнево,2015,1.0
46653158,Михнево,2016,1.0
46653402,Аксиньинское,2006,1.0
46653422,Леонтьевское,2006,2.0
46653422,Леонтьевское,2007,1.0
46653422,Леонтьевское,2014,1.0
46653422,Леонтьевское,2015,1.0
46653422,Леонтьевское,2016,1.0
46653436,Семеновское,2007,1.0
46653436,Семеновское,2014,1.0
46654000,Талдомский (до 2019 г.),2006,23.0
46654000,Талдомский (до 2019 г.),2007,4.0
46654000,Талдомский (до 2019 г.),2008,10.0
46654000,Талдомский (до 2019 г.),2009,9.0
46654000,Талдомский (до 2019 г.),2010,9.0
46654000,Талдомский (до 2019 г.),2011,9.0
46654000,Талдомский (до 2019 г.),2012,9.0
46654000,Талдомский (до 2019 г.),2013,9.0
46654100,Городские поселения Талдомского муниципального района (до 2019 г.),2014,7.0
46654100,Городские поселения Талдомского муниципального района (до 2019 г.),2015,6.0
46654101,Талдом (до 2019 г.),2006,2.0
46654101,Талдом (до 2019 г.),2007,3.0
46654101,Талдом (до 2019 г.),2008,5.0
46654101,Талдом (до 2019 г.),2009,2.0
46654101,Талдом (до 2019 г.),2010,2.0
46654101,Талдом (до 2019 г.),2011,2.0
46654101,Талдом (до 2019 г.),2012,1.0
46654101,Талдом (до 2019 г.),2013,5.0
46654101,Талдом (до 2019 г.),2014,3.0
46654101,Талдом (до 2019 г.),2015,2.0
46654101,Талдом (до 2019 г.),2016,6.0
46654154,Вербилки (до 2019 г.),2006,3.0
46654154,Вербилки (до 2019 г.),2007,1.0
46654154,Вербилки (до 2019 г.),2008,3.0
46654154,Вербилки (до 2019 г.),2009,2.0
46654154,Вербилки (до 2019 г.),2010,2.0
46654154,Вербилки (до 2019 г.),2011,2.0
46654154,Вербилки (до 2019 г.),2012,2.0
46654154,Вербилки (до 2019 г.),2013,2.0
46654154,Вербилки (до 2019 г.),2014,1.0
46654154,Вербилки (до 2019 г.),2015,1.0
46654158,Запрудня (до 2019 г.),2006,2.0
46654158,Запрудня (до 2019 г.),2007,2.0
46654158,Запрудня (до 2019 г.),2008,2.0
46654158,Запрудня (до 2019 г.),2009,2.0
46654158,Запрудня (до 2019 г.),2010,2.0
46654158,Запрудня (до 2019 г.),2011,2.0
46654158,Запрудня (до 2019 г.),2012,2.0
46654158,Запрудня (до 2019 г.),2013,2.0
46654158,Запрудня (до 2019 г.),2014,1.0
46654158,Запрудня (до 2019 г.),2015,1.0
46654163,Северный (до 2019 г.),2006,1.0
46654163,Северный (до 2019 г.),2009,0.5
46654163,Северный (до 2019 г.),2011,1.0
46654163,Северный (до 2019 г.),2012,1.0
46654163,Северный (до 2019 г.),2014,1.0
46654163,Северный (до 2019 г.),2015,1.0
46654407,Гуслевское (до 2019 г.),2009,0.5
46654407,Гуслевское (до 2019 г.),2011,1.0
46654407,Гуслевское (до 2019 г.),2012,1.0
46654410,Ермолинское (Талдомского муниципального района) (до 2019 г.),2006,15.0
46654410,Ермолинское (Талдомского муниципального района) (до 2019 г.),2009,1.8
46654410,Ермолинское (Талдомского муниципального района) (до 2019 г.),2011,1.0
46654410,Ермолинское (Талдомского муниципального района) (до 2019 г.),2012,1.0
46654415,Квашенковское,2010,1.0
46654415,Квашенковское,2011,1.0
46654415,Квашенковское,2012,1.0
46654415,Квашенковское,2014,1.0
46654415,Квашенковское,2015,1.0
46654426,Темповое (до 2019 г.),2009,0.2
46654426,Темповое (до 2019 г.),2012,0.0
46656000,Чеховский,2006,5.0
46656000,Чеховский,2007,8.0
46656000,Чеховский,2008,8.0
46656000,Чеховский,2009,8.0
46656000,Чеховский,2011,5.0
46656000,Чеховский,2012,5.0
46656000,Чеховский,2013,5.0
46656100,Городские поселения Чеховского муниципального района,2014,5.0
46656100,Городские поселения Чеховского муниципального района,2015,4.0
46656101,Чехов (до 2018 г.),2006,5.0
46656101,Чехов (до 2018 г.),2008,8.0
46656101,Чехов (до 2018 г.),2009,8.0
46656101,Чехов (до 2018 г.),2010,5.0
46656101,Чехов (до 2018 г.),2010,5.0
46656101,Чехов (до 2018 г.),2011,5.0
46656101,Чехов (до 2018 г.),2012,5.0
46656101,Чехов (до 2018 г.),2013,5.0
46656101,Чехов (до 2018 г.),2014,5.0
46656101,Чехов (до 2018 г.),2015,4.0
46656101,Чехов (до 2018 г.),2016,4.0
46656101,Чехов (до 2018 г.),2016,4.0
46657000,Шатурский,2006,11.0
46657000,Шатурский,2007,11.0
46657000,Шатурский,2008,11.0
46657000,Шатурский,2009,11.0
46657000,Шатурский,2010,11.0
46657000,Шатурский,2011,11.0
46657000,Шатурский,2012,10.0
46657000,Шатурский,2013,10.0
46657100,Городские поселения Шатурского муниципального района,2014,4.0
46657101,Шатура (до 2018 г.),2006,5.0
46657101,Шатура (до 2018 г.),2007,5.0
46657101,Шатура (до 2018 г.),2010,5.0
46657101,Шатура (до 2018 г.),2011,1.0
46657101,Шатура (до 2018 г.),2013,10.0
46657101,Шатура (до 2018 г.),2014,4.0
46657101,Шатура (до 2018 г.),2015,4.0
46657101,Шатура (до 2018 г.),2016,4.0
46657101,Шатура (до 2018 г.),2016,0.0
46657163,Мишеронский,2010,1.0
46657163,Мишеронский,2011,1.0
46657163,Мишеронский,2016,0.5
46657187,Черусти,2006,98.0
46657187,Черусти,2007,1.0
46657187,Черусти,2010,1.0
46657187,Черусти,2011,1.0
46657187,Черусти,2015,1.0
46657187,Черусти,2016,1.0
46657413,Дмитровское,2006,1.0
46657413,Дмитровское,2007,1.0
46657413,Дмитровское,2010,1.0
46657413,Дмитровское,2011,1.0
46657413,Дмитровское,2015,1.0
46657413,Дмитровское,2016,0.5
46657416,Кривандинское,2006,2.0
46657416,Кривандинское,2007,2.0
46657416,Кривандинское,2010,1.0
46657416,Кривандинское,2011,1.0
46657416,Кривандинское,2015,1.0
46657416,Кривандинское,2016,0.5
46657440,Пышлицкое,2006,1.0
46657440,Пышлицкое,2007,1.0
46657440,Пышлицкое,2010,1.0
46657440,Пышлицкое,2011,1.0
46657440,Пышлицкое,2015,1.0
46657440,Пышлицкое,2016,1.0
46657460,Радовицкое,2006,1.0
46657460,Радовицкое,2007,1.0
46657460,Радовицкое,2010,1.0
46657460,Радовицкое,2011,1.0
46657460,Радовицкое,2016,0.5
46658000,Шаховской (до 2016 г.),2006,2.0
46658000,Шаховской (до 2016 г.),2007,1.0
46658000,Шаховской (до 2016 г.),2008,1.0
46658000,Шаховской (до 2016 г.),2009,1.0
46658000,Шаховской (до 2016 г.),2010,1.0
46658000,Шаховской (до 2016 г.),2011,1.0
46658000,Шаховской (до 2016 г.),2012,1.0
46658000,Шаховской (до 2016 г.),2013,1.0
46658100,Городские поселения Шаховского муниципального района (до 2016 г.),2014,1.0
46658100,Городские поселения Шаховского муниципального района (до 2016 г.),2015,1.0
46658151,Шаховская (до 2016 г.),2006,1.0
46658437,Раменское (Шаховского муниципального района) (до 2016 г.),2006,1.0
46658437,Раменское (Шаховского муниципального района) (до 2016 г.),2008,1.0
46659000,Щелковский (до 2020 г.),2006,1.0
46659100,Городские поселения Щелковского муниципального района (до 2020 г.),2015,8.0
46659101,Щелково (до 2020 г.),2008,12.0
46659101,Щелково (до 2020 г.),2009,12.0
46659101,Щелково (до 2020 г.),2015,5.0
46659101,Щелково (до 2020 г.),2016,10.0
