oktmo,name,year,socialaidcenters
75619101,Еманжелинское,2011,1.0
75619101,Еманжелинское,2012,1.0
75619101,Еманжелинское,2013,1.0
75619101,Еманжелинское,2014,1.0
75619101,Еманжелинское,2015,1.0
75619101,Еманжелинское,2016,1.0
75620000,Еткульский муниципальный район,2008,1.0
75620000,Еткульский муниципальный район,2009,1.0
75620000,Еткульский муниципальный район,2010,1.0
75620000,Еткульский муниципальный район,2012,1.0
75620000,Еткульский муниципальный район,2013,1.0
75620000,Еткульский муниципальный район,2014,1.0
75620000,Еткульский муниципальный район,2015,1.0
75620000,Еткульский муниципальный район,2016,1.0
75620430,Еткульское,2008,1.0
75620430,Еткульское,2009,1.0
75620430,Еткульское,2010,1.0
75620430,Еткульское,2012,1.0
75620430,Еткульское,2013,1.0
75620430,Еткульское,2014,1.0
75620430,Еткульское,2015,1.0
75620430,Еткульское,2016,1.0
75623000,Карталинский муниципальный район,2008,1.0
75623000,Карталинский муниципальный район,2009,1.0
75623000,Карталинский муниципальный район,2010,1.0
75623000,Карталинский муниципальный район,2011,1.0
75623000,Карталинский муниципальный район,2012,1.0
75623000,Карталинский муниципальный район,2013,1.0
75623000,Карталинский муниципальный район,2014,1.0
75623000,Карталинский муниципальный район,2015,1.0
75623000,Карталинский муниципальный район,2016,1.0
75623101,Карталинское,2008,1.0
75623101,Карталинское,2009,1.0
75623101,Карталинское,2010,1.0
75623101,Карталинское,2011,1.0
75623101,Карталинское,2012,1.0
75623101,Карталинское,2013,1.0
75623101,Карталинское,2014,1.0
75623101,Карталинское,2015,1.0
75623101,Карталинское,2016,1.0
75626000,Каслинский муниципальный район,2008,1.0
75626000,Каслинский муниципальный район,2009,1.0
75626000,Каслинский муниципальный район,2011,1.0
75626000,Каслинский муниципальный район,2012,1.0
75626000,Каслинский муниципальный район,2013,1.0
75626000,Каслинский муниципальный район,2014,1.0
75626000,Каслинский муниципальный район,2015,1.0
75626000,Каслинский муниципальный район,2016,1.0
75626101,Каслинское,2008,1.0
75626101,Каслинское,2009,1.0
75626101,Каслинское,2011,1.0
75626101,Каслинское,2012,1.0
75626101,Каслинское,2013,1.0
75626101,Каслинское,2014,1.0
75626101,Каслинское,2015,1.0
75626101,Каслинское,2016,1.0
75629000,Катав-Ивановский муниципальный район,2008,1.0
75629000,Катав-Ивановский муниципальный район,2009,1.0
75629000,Катав-Ивановский муниципальный район,2010,1.0
75629000,Катав-Ивановский муниципальный район,2011,1.0
75629000,Катав-Ивановский муниципальный район,2012,1.0
75629000,Катав-Ивановский муниципальный район,2013,1.0
75629000,Катав-Ивановский муниципальный район,2014,1.0
75629000,Катав-Ивановский муниципальный район,2015,1.0
75629000,Катав-Ивановский муниципальный район,2016,1.0
75629101,Катав-Ивановское,2008,1.0
75629101,Катав-Ивановское,2009,1.0
75629101,Катав-Ивановское,2010,1.0
75629101,Катав-Ивановское,2011,1.0
75629101,Катав-Ивановское,2012,1.0
75629101,Катав-Ивановское,2013,1.0
75629101,Катав-Ивановское,2014,1.0
75629101,Катав-Ивановское,2015,1.0
75629101,Катав-Ивановское,2016,1.0
75632000,Кизильский муниципальный район,2008,1.0
75632000,Кизильский муниципальный район,2009,1.0
75632000,Кизильский муниципальный район,2010,1.0
75632000,Кизильский муниципальный район,2011,2.0
75632000,Кизильский муниципальный район,2012,1.0
75632000,Кизильский муниципальный район,2013,1.0
75632000,Кизильский муниципальный район,2014,1.0
75632450,Кизильское,2008,1.0
75632450,Кизильское,2009,1.0
75632450,Кизильское,2010,1.0
75632450,Кизильское,2011,1.0
75632450,Кизильское,2012,1.0
75632450,Кизильское,2013,1.0
75632450,Кизильское,2014,1.0
75632490,Сыртинское,2011,1.0
75633000,Коркинский муниципальный район,2008,1.0
75633000,Коркинский муниципальный район,2009,1.0
75633000,Коркинский муниципальный район,2010,1.0
75633000,Коркинский муниципальный район,2011,1.0
75633000,Коркинский муниципальный район,2012,1.0
75633000,Коркинский муниципальный район,2013,1.0
75633000,Коркинский муниципальный район,2014,1.0
75633000,Коркинский муниципальный район,2015,1.0
75633000,Коркинский муниципальный район,2016,1.0
75633101,Коркинское,2008,1.0
75633101,Коркинское,2009,1.0
75633101,Коркинское,2010,1.0
75633101,Коркинское,2011,1.0
75633101,Коркинское,2012,1.0
75633101,Коркинское,2013,1.0
75633101,Коркинское,2014,1.0
75633101,Коркинское,2015,1.0
75633101,Коркинское,2016,1.0
75634000,Красноармейский муниципальный район,2008,1.0
75634000,Красноармейский муниципальный район,2009,1.0
75634000,Красноармейский муниципальный район,2010,1.0
75634000,Красноармейский муниципальный район,2011,1.0
75634000,Красноармейский муниципальный район,2012,1.0
75634000,Красноармейский муниципальный район,2013,1.0
75634430,Лазурненское,2008,1.0
75634440,Миасское,2009,1.0
75634440,Миасское,2010,1.0
75634440,Миасское,2011,1.0
75634440,Миасское,2012,1.0
75634440,Миасское,2013,1.0
75636000,Кунашакский муниципальный район,2008,1.0
75636000,Кунашакский муниципальный район,2010,1.0
75636000,Кунашакский муниципальный район,2011,1.0
75636000,Кунашакский муниципальный район,2015,1.0
75636430,Кунашакское,2010,1.0
75636430,Кунашакское,2015,1.0
75638000,Кусинский муниципальный район,2008,1.0
75638000,Кусинский муниципальный район,2009,1.0
75638000,Кусинский муниципальный район,2010,1.0
75638000,Кусинский муниципальный район,2014,1.0
75638000,Кусинский муниципальный район,2015,1.0
75638000,Кусинский муниципальный район,2016,1.0
75638101,Кусинское,2008,1.0
75638101,Кусинское,2009,1.0
75638101,Кусинское,2010,1.0
75638101,Кусинское,2014,1.0
75638101,Кусинское,2015,1.0
75638101,Кусинское,2016,1.0
75642000,Нагайбакский муниципальный район,2008,1.0
75642000,Нагайбакский муниципальный район,2009,1.0
75642000,Нагайбакский муниципальный район,2010,1.0
75642000,Нагайбакский муниципальный район,2011,1.0
75642000,Нагайбакский муниципальный район,2012,1.0
75642000,Нагайбакский муниципальный район,2013,1.0
75642490,Фершампенуазское,2008,1.0
75642490,Фершампенуазское,2009,1.0
75642490,Фершампенуазское,2010,1.0
75642490,Фершампенуазское,2011,1.0
75642490,Фершампенуазское,2012,1.0
75642490,Фершампенуазское,2013,1.0
75644000,Нязепетровский муниципальный район,2008,1.0
75644000,Нязепетровский муниципальный район,2009,1.0
75644000,Нязепетровский муниципальный район,2010,1.0
75644000,Нязепетровский муниципальный район,2011,1.0
75644000,Нязепетровский муниципальный район,2012,1.0
75644000,Нязепетровский муниципальный район,2013,1.0
75644000,Нязепетровский муниципальный район,2014,1.0
75644000,Нязепетровский муниципальный район,2015,1.0
75644000,Нязепетровский муниципальный район,2016,1.0
75644101,Нязепетровское,2008,1.0
75644101,Нязепетровское,2009,1.0
75644101,Нязепетровское,2010,1.0
75644101,Нязепетровское,2011,1.0
75644101,Нязепетровское,2012,1.0
75644101,Нязепетровское,2013,1.0
75644101,Нязепетровское,2014,1.0
75644101,Нязепетровское,2015,1.0
75644101,Нязепетровское,2016,1.0
75647000,Октябрьский муниципальный район,2008,1.0
75647000,Октябрьский муниципальный район,2009,1.0
75647000,Октябрьский муниципальный район,2010,1.0
75647000,Октябрьский муниципальный район,2011,1.0
75647000,Октябрьский муниципальный район,2012,1.0
75647000,Октябрьский муниципальный район,2013,1.0
75647000,Октябрьский муниципальный район,2014,1.0
75647000,Октябрьский муниципальный район,2015,1.0
75647000,Октябрьский муниципальный район,2016,1.0
75647445,Октябрьское,2008,1.0
75647445,Октябрьское,2009,1.0
75647445,Октябрьское,2010,1.0
75647445,Октябрьское,2011,1.0
75647445,Октябрьское,2012,1.0
75647445,Октябрьское,2013,1.0
75647445,Октябрьское,2014,1.0
75647445,Октябрьское,2015,1.0
75647445,Октябрьское,2016,1.0
75648000,Пластовский муниципальный район,2008,1.0
75648000,Пластовский муниципальный район,2009,1.0
75648000,Пластовский муниципальный район,2010,1.0
75648000,Пластовский муниципальный район,2011,1.0
75648000,Пластовский муниципальный район,2012,1.0
75648000,Пластовский муниципальный район,2013,1.0
75648000,Пластовский муниципальный район,2014,1.0
75648000,Пластовский муниципальный район,2015,1.0
75648000,Пластовский муниципальный район,2016,1.0
75648101,Пластовское,2008,1.0
75648101,Пластовское,2009,1.0
75648101,Пластовское,2010,1.0
75648101,Пластовское,2011,1.0
75648101,Пластовское,2012,1.0
75648101,Пластовское,2013,1.0
75648101,Пластовское,2014,1.0
75648101,Пластовское,2015,1.0
75648101,Пластовское,2016,1.0
75649000,Саткинский муниципальный район,2008,1.0
75649000,Саткинский муниципальный район,2009,1.0
75649000,Саткинский муниципальный район,2010,1.0
75649000,Саткинский муниципальный район,2011,1.0
75649000,Саткинский муниципальный район,2012,1.0
75649000,Саткинский муниципальный район,2013,1.0
75649000,Саткинский муниципальный район,2014,1.0
75649000,Саткинский муниципальный район,2015,1.0
75649000,Саткинский муниципальный район,2016,1.0
75649101,Саткинское,2008,1.0
75649101,Саткинское,2009,1.0
75649101,Саткинское,2010,1.0
75649101,Саткинское,2011,1.0
75649101,Саткинское,2012,1.0
75649101,Саткинское,2013,1.0
75649101,Саткинское,2014,1.0
75649101,Саткинское,2015,1.0
75649101,Саткинское,2016,1.0
75652000,Сосновский муниципальный район,2008,1.0
75652000,Сосновский муниципальный район,2009,1.0
75652000,Сосновский муниципальный район,2010,1.0
75652000,Сосновский муниципальный район,2011,1.0
75652000,Сосновский муниципальный район,2012,1.0
75652000,Сосновский муниципальный район,2013,1.0
75652000,Сосновский муниципальный район,2014,1.0
75652000,Сосновский муниципальный район,2015,1.0
75652000,Сосновский муниципальный район,2016,1.0
75652410,Долгодеревенское,2008,1.0
75652410,Долгодеревенское,2009,1.0
75652410,Долгодеревенское,2010,1.0
75652410,Долгодеревенское,2011,1.0
75652410,Долгодеревенское,2012,1.0
75652410,Долгодеревенское,2013,1.0
75652410,Долгодеревенское,2014,1.0
75652410,Долгодеревенское,2015,1.0
75652410,Долгодеревенское,2016,1.0
75654000,Троицкий муниципальный район,2011,1.0
75654000,Троицкий муниципальный район,2012,1.0
75654000,Троицкий муниципальный район,2015,1.0
75654000,Троицкий муниципальный район,2016,1.0
75655000,Увельский муниципальный район,2008,1.0
75655000,Увельский муниципальный район,2009,1.0
75655000,Увельский муниципальный район,2010,2.0
75655000,Увельский муниципальный район,2011,1.0
75655000,Увельский муниципальный район,2012,1.0
75655000,Увельский муниципальный район,2013,1.0
75655000,Увельский муниципальный район,2014,1.0
75655000,Увельский муниципальный район,2015,1.0
75655000,Увельский муниципальный район,2016,1.0
75655466,Рождественское,2010,1.0
75655472,Увельское,2008,1.0
75655472,Увельское,2009,1.0
75655472,Увельское,2010,1.0
75655472,Увельское,2011,1.0
75655472,Увельское,2012,1.0
75655472,Увельское,2013,1.0
75655472,Увельское,2014,1.0
75655472,Увельское,2015,1.0
75655472,Увельское,2016,1.0
75656000,Уйский муниципальный район,2008,1.0
75656000,Уйский муниципальный район,2009,1.0
75656000,Уйский муниципальный район,2010,1.0
75656000,Уйский муниципальный район,2011,1.0
75656000,Уйский муниципальный район,2012,1.0
75656000,Уйский муниципальный район,2013,1.0
75656000,Уйский муниципальный район,2014,1.0
75656000,Уйский муниципальный район,2015,1.0
75656000,Уйский муниципальный район,2016,1.0
75656488,Уйское,2008,1.0
75656488,Уйское,2009,1.0
75656488,Уйское,2010,1.0
75656488,Уйское,2011,1.0
75656488,Уйское,2012,1.0
75656488,Уйское,2013,1.0
75656488,Уйское,2014,1.0
75656488,Уйское,2015,1.0
75657000,Чебаркульский муниципальный район,2008,1.0
75657000,Чебаркульский муниципальный район,2009,1.0
75657000,Чебаркульский муниципальный район,2010,1.0
75657000,Чебаркульский муниципальный район,2011,1.0
75657000,Чебаркульский муниципальный район,2012,1.0
75657000,Чебаркульский муниципальный район,2013,1.0
75657000,Чебаркульский муниципальный район,2014,1.0
75657000,Чебаркульский муниципальный район,2016,1.0
75657425,Кундравинское,2008,1.0
75657425,Кундравинское,2011,1.0
75657425,Кундравинское,2012,1.0
75657425,Кундравинское,2013,1.0
75657425,Кундравинское,2014,1.0
75657425,Кундравинское,2016,1.0
75659000,Чесменский муниципальный район,2008,1.0
75659000,Чесменский муниципальный район,2009,1.0
75659000,Чесменский муниципальный район,2010,1.0
75659000,Чесменский муниципальный район,2011,1.0
75659000,Чесменский муниципальный район,2012,1.0
75659000,Чесменский муниципальный район,2013,1.0
75659000,Чесменский муниципальный район,2014,1.0
75659000,Чесменский муниципальный район,2015,1.0
75659000,Чесменский муниципальный район,2016,1.0
75659490,Чесменское,2008,1.0
75659490,Чесменское,2009,1.0
75659490,Чесменское,2010,1.0
75659490,Чесменское,2011,1.0
75659490,Чесменское,2012,1.0
75659490,Чесменское,2013,1.0
75659490,Чесменское,2014,1.0
75659490,Чесменское,2015,1.0
75659490,Чесменское,2016,1.0
75701000,Челябинский,2008,7.0
75701000,Челябинский,2009,7.0
75701000,Челябинский,2010,7.0
75701000,Челябинский,2011,7.0
75701000,Челябинский,2012,7.0
75701000,Челябинский,2013,7.0
75701000,Челябинский,2014,7.0
75701000,Челябинский,2015,7.0
75701000,Челябинский,2016,7.0
75701310,Калининский,2015,1.0
75701310,Калининский,2016,1.0
75701315,Курчатовский,2015,1.0
75701315,Курчатовский,2016,1.0
75701320,Ленинский,2015,1.0
75701320,Ленинский,2016,1.0
75701330,Металлургический,2015,1.0
75701330,Металлургический,2016,1.0
75701370,Советский,2015,1.0
75701370,Советский,2016,1.0
75701380,Тракторозаводский,2015,1.0
75701380,Тракторозаводский,2016,1.0
75701390,Центральный,2015,1.0
75701390,Центральный,2016,1.0
75706000,Верхнеуфалейский,2008,1.0
75706000,Верхнеуфалейский,2009,1.0
75706000,Верхнеуфалейский,2010,1.0
75706000,Верхнеуфалейский,2011,1.0
75706000,Верхнеуфалейский,2012,1.0
75706000,Верхнеуфалейский,2013,1.0
75706000,Верхнеуфалейский,2014,1.0
75706000,Верхнеуфалейский,2015,1.0
75706000,Верхнеуфалейский,2016,1.0
75712000,Златоустовский,2012,1.0
75712000,Златоустовский,2013,1.0
75712000,Златоустовский,2014,1.0
75712000,Златоустовский,2015,1.0
75712000,Златоустовский,2016,1.0
75715000,Карабашский,2008,1.0
75715000,Карабашский,2009,1.0
75715000,Карабашский,2010,1.0
75715000,Карабашский,2011,1.0
75715000,Карабашский,2012,1.0
75715000,Карабашский,2013,1.0
75715000,Карабашский,2014,1.0
75715000,Карабашский,2015,1.0
75715000,Карабашский,2016,1.0
75728000,Копейский,2008,1.0
75728000,Копейский,2009,1.0
75728000,Копейский,2010,1.0
75728000,Копейский,2011,1.0
75728000,Копейский,2012,1.0
75728000,Копейский,2013,1.0
75728000,Копейский,2014,1.0
75728000,Копейский,2015,1.0
75728000,Копейский,2016,1.0
75734000,Кыштымский,2008,1.0
75734000,Кыштымский,2009,1.0
75734000,Кыштымский,2010,1.0
75734000,Кыштымский,2011,1.0
75734000,Кыштымский,2012,1.0
75734000,Кыштымский,2013,1.0
75734000,Кыштымский,2014,1.0
75734000,Кыштымский,2015,1.0
75734000,Кыштымский,2016,1.0
75738000,Магнитогорский,2008,3.0
75738000,Магнитогорский,2009,3.0
75738000,Магнитогорский,2010,3.0
75738000,Магнитогорский,2011,3.0
75738000,Магнитогорский,2012,4.0
75738000,Магнитогорский,2013,4.0
75738000,Магнитогорский,2014,3.0
75738000,Магнитогорский,2015,4.0
75738000,Магнитогорский,2016,4.0
75742000,Миасский,2008,1.0
75742000,Миасский,2009,1.0
75742000,Миасский,2010,1.0
75742000,Миасский,2011,1.0
75742000,Миасский,2012,1.0
75742000,Миасский,2013,1.0
75742000,Миасский,2014,1.0
75742000,Миасский,2015,1.0
75742000,Миасский,2016,1.0
75752000,Троицкий,2008,1.0
75752000,Троицкий,2009,1.0
75752000,Троицкий,2010,1.0
75752000,Троицкий,2011,1.0
75752000,Троицкий,2012,1.0
75752000,Троицкий,2013,1.0
75752000,Троицкий,2014,1.0
75752000,Троицкий,2015,1.0
75752000,Троицкий,2016,1.0
75755000,Усть-Катавский,2008,1.0
75755000,Усть-Катавский,2009,1.0
75755000,Усть-Катавский,2010,1.0
75755000,Усть-Катавский,2011,1.0
75755000,Усть-Катавский,2012,1.0
75755000,Усть-Катавский,2013,1.0
75755000,Усть-Катавский,2014,1.0
75755000,Усть-Катавский,2015,1.0
75755000,Усть-Катавский,2016,1.0
75758000,Чебаркульский,2008,1.0
75758000,Чебаркульский,2009,1.0
75758000,Чебаркульский,2010,1.0
75758000,Чебаркульский,2011,1.0
75758000,Чебаркульский,2012,1.0
75758000,Чебаркульский,2013,1.0
75758000,Чебаркульский,2014,1.0
75758000,Чебаркульский,2015,1.0
75758000,Чебаркульский,2016,1.0
75764000,Южноуральский,2008,1.0
75764000,Южноуральский,2009,1.0
75764000,Южноуральский,2010,1.0
75764000,Южноуральский,2011,1.0
75764000,Южноуральский,2012,1.0
75764000,Южноуральский,2013,1.0
75764000,Южноуральский,2014,1.0
75764000,Южноуральский,2015,1.0
75764000,Южноуральский,2016,1.0
76606000,Балейский муниципальный район,2011,0.0
76609000,Борзинский муниципальный район,2009,2.0
76609000,Борзинский муниципальный район,2010,1.0
76609000,Борзинский муниципальный район,2011,1.0
76609101,Борзинское,2006,1.0
76609101,Борзинское,2007,1.0
76609101,Борзинское,2008,1.0
76609101,Борзинское,2009,1.0
76609101,Борзинское,2010,1.0
76609101,Борзинское,2011,1.0
76609154,Шерловогорское,2006,1.0
76609154,Шерловогорское,2007,1.0
76609154,Шерловогорское,2008,1.0
76609154,Шерловогорское,2009,1.0
76615000,Каларский муниципальный район,2012,0.0
76620000,Карымский муниципальный район,2009,1.0
76620000,Карымский муниципальный район,2010,1.0
76620000,Карымский муниципальный район,2011,1.0
76620000,Карымский муниципальный район,2012,1.0
76620000,Карымский муниципальный район,2013,1.0
76620000,Карымский муниципальный район,2014,1.0
76620000,Карымский муниципальный район,2015,1.0
76620000,Карымский муниципальный район,2016,1.0
76620151,Карымское,2009,1.0
76620151,Карымское,2010,1.0
76620151,Карымское,2011,1.0
76620151,Карымское,2012,1.0
76620151,Карымское,2013,1.0
76620151,Карымское,2014,1.0
76620151,Карымское,2015,1.0
76620151,Карымское,2016,1.0
76621402,Ковылинское,2008,1.0
76622000,Красночикойский муниципальный район,2009,1.0
76622000,Красночикойский муниципальный район,2010,1.0
76622445,Красночикойское,2009,1.0
76622445,Красночикойское,2010,1.0
76625000,Могойтуйский муниципальный район,2013,1.0
76625151,Могойтуй,2013,1.0
76630000,ND,2009,1.0
76630000,ND,2010,1.0
76630000,ND,2011,1.0
76630000,ND,2012,1.0
76630445,ND,2009,1.0
76630445,ND,2010,1.0
76630445,ND,2011,1.0
76630445,ND,2012,1.0
76632460,Хада-Булакское,2008,1.0
76640000,Сретенский муниципальный район,2009,1.0
76640000,Сретенский муниципальный район,2010,1.0
76640000,Сретенский муниципальный район,2011,0.0
76640101,Сретенское,2009,1.0
76640101,Сретенское,2010,1.0
76644000,Тунгокоченский муниципальный район,2009,1.0
76644000,Тунгокоченский муниципальный район,2010,1.0
76644411,ND,2009,1.0
76644411,ND,2010,1.0
76646000,Улётовский муниципальный район,2009,1.0
76646000,Улётовский муниципальный район,2010,1.0
76646000,Улётовский муниципальный район,2011,1.0
76646000,Улётовский муниципальный район,2012,1.0
76646450,Улётовское,2009,1.0
76646450,Улётовское,2010,1.0
76646450,Улётовское,2011,1.0
76646450,Улётовское,2012,1.0
76647000,Хилокский муниципальный район,2009,1.0
76647000,Хилокский муниципальный район,2010,1.0
76647405,Бадинское,2008,1.0
76647405,Бадинское,2009,1.0
76647405,Бадинское,2010,1.0
76648000,Чернышевский муниципальный район,2014,1.0
76648151,Чернышевское,2008,1.0
76648151,Чернышевское,2014,1.0
76650000,Читинский муниципальный район,2010,1.0
76650158,Новокручининское,2006,50.0
76652000,Шелопугинский муниципальный район,2009,1.0
76652000,Шелопугинский муниципальный район,2010,1.0
76652000,Шелопугинский муниципальный район,2011,1.0
76652000,Шелопугинский муниципальный район,2012,1.0
76652000,Шелопугинский муниципальный район,2013,1.0
76652475,Шелопугинское,2008,1.0
76652475,Шелопугинское,2009,1.0
76652475,Шелопугинское,2010,1.0
76652475,Шелопугинское,2011,1.0
76652475,Шелопугинское,2012,1.0
76652475,Шелопугинское,2013,1.0
76654000,Шилкинский муниципальный район,2009,1.0
76654101,Шилкинское,2008,1.0
76654101,Шилкинское,2009,1.0
76701000,город Чита,2006,3.0
76701000,город Чита,2007,3.0
76701000,город Чита,2008,3.0
76701000,город Чита,2009,3.0
76701000,город Чита,2012,0.0
76701000,город Чита,2013,0.0
76701000,город Чита,2014,3.0
76701000,город Чита,2015,3.0
76701000,город Чита,2016,3.0
76715000,город Петровск-Забайкальский,2008,1.0
76715000,город Петровск-Забайкальский,2009,1.0
76715000,город Петровск-Забайкальский,2010,1.0
76715000,город Петровск-Забайкальский,2011,1.0
76715000,город Петровск-Забайкальский,2012,1.0
76715000,город Петровск-Забайкальский,2013,1.0
76715000,город Петровск-Забайкальский,2014,1.0
76715000,город Петровск-Забайкальский,2015,1.0
76715000,город Петровск-Забайкальский,2016,1.0
76822151,Агинское (по 2011 г. включительно),2007,1.0
77603000,Анадырский муниципальный район,2006,1.0
77603000,Анадырский муниципальный район,2007,3.0
77603000,Анадырский муниципальный район,2010,1.0
77603000,Анадырский муниципальный район,2011,1.0
77603000,Анадырский муниципальный район,2012,1.0
77603000,Анадырский муниципальный район,2013,1.0
77603000,Анадырский муниципальный район,2014,1.0
77603000,Анадырский муниципальный район,2015,1.0
77603157,Угольные Копи,2010,1.0
77603157,Угольные Копи,2011,1.0
77603157,Угольные Копи,2012,1.0
77603157,Угольные Копи,2013,1.0
77603157,Угольные Копи,2014,1.0
77603157,Угольные Копи,2015,1.0
77603423,Краснено (до 2010г.),2008,1.0
77603423,Краснено (до 2010г.),2009,1.0
77603428,Ламутское,2008,1.0
77606000,Беринговский муниципальный район (до 2009г.),2006,1.0
77606000,Беринговский муниципальный район (до 2009г.),2007,1.0
77606000,Беринговский муниципальный район (до 2009г.),2008,1.0
77606154,Беринговский (до 2009г.),2008,1.0
77609000,Билибинский муниципальный район,2009,1.0
77609000,Билибинский муниципальный район,2016,1.0
77609101,Билибино,2009,1.0
77609101,Билибино,2016,1.0
77615000,Иультинский муниципальный район (до 2016г.),2006,1.0
77615000,Иультинский муниципальный район (до 2016г.),2008,3.0
77615000,Иультинский муниципальный район (до 2016г.),2009,1.0
77615000,Иультинский муниципальный район (до 2016г.),2010,1.0
77615000,Иультинский муниципальный район (до 2016г.),2011,1.0
77615000,Иультинский муниципальный район (до 2016г.),2012,1.0
77615000,Иультинский муниципальный район (до 2016г.),2013,1.0
77615000,Иультинский муниципальный район (до 2016г.),2014,1.0
77615000,Иультинский муниципальный район (до 2016г.),2015,1.0
77615151,Эгвекинот (до 2016г.),2008,1.0
77615151,Эгвекинот (до 2016г.),2009,1.0
77615151,Эгвекинот (до 2016г.),2010,1.0
77615151,Эгвекинот (до 2016г.),2011,1.0
77615151,Эгвекинот (до 2016г.),2012,1.0
77615151,Эгвекинот (до 2016г.),2013,1.0
77615151,Эгвекинот (до 2016г.),2014,1.0
77615151,Эгвекинот (до 2016г.),2015,1.0
77620000,Провиденский муниципальный район (до 2016г.),2007,1.0
77620000,Провиденский муниципальный район (до 2016г.),2008,1.0
77620000,Провиденский муниципальный район (до 2016г.),2009,1.0
77620000,Провиденский муниципальный район (до 2016г.),2009,1.0
77620000,Провиденский муниципальный район (до 2016г.),2010,1.0
77620000,Провиденский муниципальный район (до 2016г.),2011,1.0
77620000,Провиденский муниципальный район (до 2016г.),2012,1.0
77620000,Провиденский муниципальный район (до 2016г.),2013,2.0
77620000,Провиденский муниципальный район (до 2016г.),2014,1.0
77620151,Провидения (до 2016г.),2010,1.0
77620151,Провидения (до 2016г.),2011,1.0
77620151,Провидения (до 2016г.),2012,1.0
77620151,Провидения (до 2016г.),2013,1.0
77620151,Провидения (до 2016г.),2014,1.0
77620455,Янракыннот (до 2016г.),2013,1.0
77630000,Чаунский муниципальный район (до 2016г.),2006,1.0
77633000,Чукотский муниципальный район,2007,1.0
77633000,Чукотский муниципальный район,2008,1.0
77633000,Чукотский муниципальный район,2009,1.0
77633000,Чукотский муниципальный район,2010,1.0
77633000,Чукотский муниципальный район,2014,6.0
77633000,Чукотский муниципальный район,2015,6.0
77633410,Инчоун,2014,1.0
77633410,Инчоун,2015,1.0
77633420,Лаврентия,2008,1.0
77633420,Лаврентия,2009,1.0
77633420,Лаврентия,2010,1.0
77633420,Лаврентия,2014,1.0
77633420,Лаврентия,2015,1.0
77633423,Лорино,2014,1.0
77633423,Лорино,2015,1.0
77633430,Нешкан,2014,1.0
77633430,Нешкан,2015,1.0
77633440,Уэлен,2014,1.0
77633440,Уэлен,2015,1.0
77633445,Энурмино,2014,1.0
77633445,Энурмино,2015,1.0
77637000,Шмидтовский муниципальный район (до 2009г.),2006,1.0
77637000,Шмидтовский муниципальный район (до 2009г.),2007,1.0
77637425,Рыркайпий (до 2009г.),2008,1.0
77701000,Анадырь,2006,1.0
77701000,Анадырь,2007,1.0
77701000,Анадырь,2010,1.0
77701000,Анадырь,2011,1.0
77701000,Анадырь,2012,1.0
77701000,Анадырь,2013,1.0
77701000,Анадырь,2014,1.0
77701000,Анадырь,2016,1.0
77705000,Певек,2016,1.0
78603000,Большесельский муниципальный район,2006,1.0
78603000,Большесельский муниципальный район,2007,1.0
78603000,Большесельский муниципальный район,2008,1.0
78603000,Большесельский муниципальный район,2009,1.0
78603000,Большесельский муниципальный район,2010,1.0
78603000,Большесельский муниципальный район,2011,1.0
78603000,Большесельский муниципальный район,2012,1.0
78603000,Большесельский муниципальный район,2013,1.0
78603000,Большесельский муниципальный район,2014,1.0
78603000,Большесельский муниципальный район,2015,1.0
78603000,Большесельский муниципальный район,2016,1.0
78603422,Большесельское,2006,1.0
78603422,Большесельское,2007,1.0
78603422,Большесельское,2008,1.0
78603422,Большесельское,2009,1.0
78603422,Большесельское,2010,1.0
78603422,Большесельское,2011,1.0
78603422,Большесельское,2012,1.0
78603422,Большесельское,2013,1.0
78603422,Большесельское,2014,1.0
78603422,Большесельское,2015,1.0
78603422,Большесельское,2016,1.0
78606000,Борисоглебский муниципальный район,2006,1.0
78606000,Борисоглебский муниципальный район,2007,1.0
78606000,Борисоглебский муниципальный район,2008,1.0
78606000,Борисоглебский муниципальный район,2009,1.0
78606000,Борисоглебский муниципальный район,2010,1.0
78606000,Борисоглебский муниципальный район,2011,1.0
78606000,Борисоглебский муниципальный район,2012,1.0
78606000,Борисоглебский муниципальный район,2013,1.0
78606000,Борисоглебский муниципальный район,2014,1.0
78606000,Борисоглебский муниципальный район,2015,1.0
78606000,Борисоглебский муниципальный район,2016,1.0
78606407,Борисоглебское,2006,1.0
78606407,Борисоглебское,2007,1.0
78606407,Борисоглебское,2008,1.0
78606407,Борисоглебское,2009,1.0
78606407,Борисоглебское,2010,1.0
78606407,Борисоглебское,2011,1.0
78606407,Борисоглебское,2012,1.0
78606407,Борисоглебское,2013,1.0
78606407,Борисоглебское,2014,1.0
78606407,Борисоглебское,2015,1.0
78606407,Борисоглебское,2016,1.0
78609000,Брейтовский муниципальный район,2006,1.0
78609000,Брейтовский муниципальный район,2007,1.0
78609000,Брейтовский муниципальный район,2008,1.0
78609000,Брейтовский муниципальный район,2009,1.0
78609000,Брейтовский муниципальный район,2010,1.0
78609000,Брейтовский муниципальный район,2011,1.0
78609000,Брейтовский муниципальный район,2012,1.0
78609000,Брейтовский муниципальный район,2013,1.0
78609000,Брейтовский муниципальный район,2014,1.0
78609000,Брейтовский муниципальный район,2015,1.0
78609000,Брейтовский муниципальный район,2016,1.0
78609411,Брейтовское,2006,1.0
78609411,Брейтовское,2007,1.0
78609411,Брейтовское,2008,1.0
